percentile,word,translation
0,"""",""""
0,?,?
0, , 
100,répéta,[repeat]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
3,qui,[that;which;who;whom]
0,",",","
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,sa,[her;his;its]
0, , 
7,vie,[career;life;lifetime;living]
0,",",","
0, , 
4,n',[born;not]
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
54,renoncé,[cancel;drop out;forswear;give ground;give it to;give oneself up;give the right of way;give up;quit;relinquish;renounce;renounced;withdraw]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
2,une,[a;an;one]
0, , 
10,question,[issue;item;matter;query;question]
0,",",","
0, , 
2,une,[a;an;one]
0, , 
7,fois,[time;times]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
1,l',[him;it;the]
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
42,posée,[posed]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
4,Ça,[id;it;that]
0, , 
23,signifie,[denote;imply;import;mean;means;notify;signify]
0, , 
0,"""",""""
3,qui,[that;which;who;whom]
0, , 
2,est,[east;eastern;is]
0, , 
44,menacé,[impendence;menace;threat]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
32,disparition,[demise;disappearance;extinction;passing;vanishing]
0, , 
17,prochaine,[forthcoming;next;upcoming]
0,"""",""""
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
6,Ma,[my]
0, , 
34,fleur,[bloom;blossom;flower]
0, , 
2,est,[east;eastern;is]
0, , 
54,menacée,[hit back;impend over;lurk;menace;threaten;threatened]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
32,disparition,[demise;disappearance;extinction;passing;vanishing]
0, , 
17,prochaine,[forthcoming;next;upcoming]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
5,Bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,.,.
0,"
","
"
0,"
","
"
6,Ma,[my]
0, , 
34,fleur,[bloom;blossom;flower]
0, , 
2,est,[east;eastern;is]
0, , 
54,éphémère,[day fly;ephemera;ephemeral;mayfly;passing;short-lived;transient;transitory]
0,",",","
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
6,dit,[said]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0,",",","
0, , 
1,et,[and]
0, , 
4,elle,[her;herself;it;she]
0, , 
4,n',[born;not]
2,a,[at;by;in;to;upon;with]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
11,quatre,[four]
0, , 
72,épines,[pricker;prickle;spine;thorn;thorns]
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
24,défendre,[assert;bar;buckler;champion;defend;forbid;forestall;guard;prohibit;stand for;stand up for;uphold;vindicate]
0, , 
7,contre,[against;anti;versus]
0, , 
1,le,[him;it;the]
0, , 
7,monde,[earth;kingdom;people;realm;world]
0,!,!
0, , 
1,Et,[and]
0, , 
3,je,[i]
0, , 
1,l',[him;it;the]
4,ai,[get;have;hold;own;possess;stock]
0, , 
50,laissée,[left]
0, , 
7,toute,[all]
0, , 
11,seule,[only]
0, , 
7,chez,[among;amongst;at the house of;in;to]
0, , 
6,moi,[ego;i;me;us]
0,!,!
0,"
","
"
0,"
","
"
3,Ce,[it;that;this]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0, , 
6,là,[there;thither]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
8,premier,[chief;early;first;first of all;former;front;initial;preliminary;premier;primal;prime;top;ultimate]
0, , 
15,mouvement,[business;drift;motion;move;movement;stir]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
49,regret,[regret]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
3,il,[he;it]
0, , 
64,reprit,[resumed]
0, , 
22,courage,[assurance;bravery;courage;fortitude;gallantry;gut;hardiness;manhood;mettle;nerve;pluck;spirit;spunk;valor;valour]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
2,Que,[how;than;that;what;whether;which;whom]
0, , 
5,me,[me;myself]
0, , 
83,conseillez,[admonish;advise;counsel;exhort;give advise;recommend;urge;warn]
0, , 
4,vous,[ye;you;you-all]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
9,aller,[be;come;do;go;proceed;repair;strike off;travel]
0, , 
33,visiter,[examine;go round;inspect;see;to visit;travel;view;visit]
0,?,?
0, , 
55,demanda,[apply for;ask for;asked;beg;bid;call;call for;call on;charge;claim;crave;demand;desire;enquire;inquire;quest;request;require;seek;speak;want]
0, , 
5,t,[t]
0, , 
3,il,[he;it]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
1,La,[a;her;it;la;lah;the;there]
0, , 
23,planète,[planet]
0, , 
12,Terre,[earth]
0,",",","
0, , 
6,lui,[he;her;him;it]
0, , 
60,répondit,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0, , 
1,le,[him;it;the]
0, , 
79,géographe,[geographer]
0,.,.
0, , 
4,Elle,[her;herself;it;she]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
2,une,[a;an;one]
0, , 
8,bonne,[good;housemaid]
0, , 
30,réputation,[celebrity;credit;fame;good name;name;report;reputability;reputation;repute;standing]
0,...,...
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
2,en,[at;during;in;into;of;thereof;to]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0,",",","
0, , 
100,songeant,[thinking]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
5,sa,[her;his;its]
0, , 
34,fleur,[bloom;blossom;flower]
0,.,.
0,"
","
"
0,"
","
"
28,CHAPITRE,[chapter]
0, , 
50,XVI,[xvi]
0,"
","
"
0,"
","
"
1,La,[a;her;it;la;lah;the;there]
0, , 
41,septième,[seventh]
0, , 
23,planète,[planet]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,Terre,[earth]
0,.,.
0,"
","
"
0,"
","
"
1,La,[a;her;it;la;lah;the;there]
0, , 
12,Terre,[earth]
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
2,une,[a;an;one]
0, , 
23,planète,[planet]
0, , 
36,quelconque,[any;mediocre;mundane;nondescript;ordinary;some;some or other]
0,!,!
0, , 
4,On,[they;we;you]
0, , 
4,y,[y]
0, , 
9,compte,[account;cost;counting;reckoning;score;tally]
0, , 
25,cent,[cent;hundred]
0, , 
35,onze,[eleven]
0, , 
37,rois,[king;kiss]
0, , 
0,(,(
2,en,[at;during;in;into;of;thereof;to]
0, , 
4,n',[born;not]
65,oubliant,[bury;forget;forgetting;lay aside;leave;leave out;miss;miss out;neglect;omit;overlook;slip]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,",",","
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,",",","
0, , 
1,les,[the;them]
0, , 
37,rois,[king;kiss]
0, , 
67,nègres,[coon;ghost writer;jim crow;negroes;nigger]
0,),)
0,",",","
0, , 
17,sept,[seven]
0, , 
26,mille,[mile;thousand]
0, , 
91,géographes,[geographer;geographers]
0,",",","
0, , 
19,neuf,[new;nine;unused]
0, , 
25,cent,[cent;hundred]
0, , 
26,mille,[mile;thousand]
0, , 
100,businessmen,[businessmen]
0,",",","
0, , 
17,sept,[seven]
0, , 
14,millions,[million;millions]
0, , 
1,et,[and]
0, , 
16,demi,[half]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
98,ivrognes,[drunk;drunkard;drunken;inebriate;rummy;souse]
0,",",","
0, , 
8,trois,[three]
0, , 
25,cent,[cent;hundred]
0, , 
35,onze,[eleven]
0, , 
14,millions,[million;millions]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
98,vaniteux,[conceited;confident;empty;proud;self-important;vain;vainglorious]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
100,àdire,[to say]
0, , 
14,environ,[about;all but;approximately;around;circa;environ;or so;round;some;somewhere;thereabouts]
0, , 
6,deux,[deuce;two]
0, , 
23,milliards,[billion;milliard]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,.,.
0,"
","
"
0,"
","
"
3,Pour,[for;of;to;toward;towards]
0, , 
4,vous,[ye;you;you-all]
0, , 
11,donner,[bestow;contribute;deal;donate;furnish;give;give in;give out;hand;hand in;impart;mete;pitch;play;present;render;tender;yield]
0, , 
2,une,[a;an;one]
0, , 
12,idée,[idea]
0, , 
2,des,[from;of the]
0, , 
37,dimensions,[dimensions]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,Terre,[earth]
0, , 
3,je,[i]
0, , 
4,vous,[ye;you;you-all]
0, , 
39,dirai,[admit;bid;express;mention;put;say;speak;state;talk;tell;will say]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
7,avant,[before;bow;earlier;ere;forward;front;previous to;previously;prior;till;until]
0, , 
1,l',[him;it;the]
43,invention,[contrivance;creativeness;devise;discovering;fabrication;figment;finding;invention]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,l',[him;it;the]
28,électricité,[electricity]
0, , 
4,on,[they;we;you]
0, , 
4,y,[y]
0, , 
17,devait,[have to;owe;was to]
0, , 
41,entretenir,[carry on;harbor;keep;keep in repair;look after;maintain;nourish;nurse;nurture;preserve;stoke;tend;valet]
0,",",","
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,l',[him;it;the]
10,ensemble,[aggregate;body;collection;ensemble;in a body;series;set;together;whole]
0, , 
2,des,[from;of the]
0, , 
15,six,[six]
0, , 
57,continents,[continent;continents]
0,",",","
0, , 
2,une,[a;an;one]
0, , 
20,véritable,[true]
0, , 
14,armée,[army]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
11,quatre,[four]
0, , 
25,cent,[cent;hundred]
0, , 
40,soixante,[sixty;threescore]
0, , 
6,deux,[deuce;two]
0, , 
26,mille,[mile;thousand]
0, , 
13,cinq,[five]
0, , 
25,cent,[cent;hundred]
0, , 
35,onze,[eleven]
0, , 
100,allumeurs,[lighter]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
100,réverbères,[reverber]
0,.,.
0,"
","
"
0,"
","
"
8,Vu,[got it;seen;understood]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
11,loin,[far]
0, , 
4,ça,[id;it;that]
0, , 
15,faisait,[did]
0, , 
2,un,[a;an;one]
0, , 
10,effet,[action;bill;draft;effect;effectuation;impact;impression;leverage]
0, , 
56,splendide,[glorious;gorgeous;magnificent;splendid]
0,.,.
0, , 
1,Les,[the;them]
0, , 
27,mouvements,[business;drift;motion;move;movement;movements;stir]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,cette,[that;this]
0, , 
14,armée,[army]
0, , 
10,étaient,[be;exist;were]
0, , 
76,réglés,[course;flow;form;menses;monthlies;period;rules]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
8,ceux,[such;these;those;who]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
53,ballet,[ballet]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
36,opéra,[opera;opera house]
0,.,.
0, , 
1,D',[at;by;from;of;off;out of;than;to;with]
14,abord,[manner;on board]
0, , 
28,venait,[be;came;come;reach]
0, , 
1,le,[him;it;the]
0, , 
12,tour,[round]
0, , 
2,des,[from;of the]
0, , 
100,allumeurs,[lighter]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
100,réverbères,[reverber]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,Nouvelle,[edition;incoming;new;news;novelette;short story;tale;word]
0, , 
51,Zélande,[zealand]
0, , 
1,et,[and]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
32,Australie,[australia]
0,.,.
0, , 
8,Puis,[then]
0, , 
8,ceux,[such;these;those;who]
0, , 
10,ci,[this]
0,",",","
0, , 
12,ayant,[having]
0, , 
57,allumé,[alight;burnished;horny]
0, , 
7,leurs,[their]
0, , 
100,lampions,[lanter]
0,",",","
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
2,en,[at;during;in;into;of;thereof;to]
0, , 
37,allaient,[be;come;do;go;proceed;repair;strike off;travel;were going]
0, , 
25,dormir,[be asleep;sleep;slumber]
0,.,.
0, , 
6,Alors,[here;so;then;yet]
0, , 
91,entraient,[come in;enter;feed in;get in;go in;led;log on;login;move in;pull in;step in;step inside;tuck;turn in]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
6,leur,[their;them]
0, , 
12,tour,[round]
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
24,danse,[dance]
0, , 
1,les,[the;them]
0, , 
100,allumeurs,[lighter]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
100,réverbères,[reverber]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
19,Chine,[china]
0, , 
1,et,[and]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
64,Sibérie,[siberia]
0,.,.
0, , 
8,Puis,[then]
0, , 
9,eux,[them;they]
0, , 
6,aussi,[also;and;as;as well;likewise;so;such;that;then;too]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
100,escamotaient,[hidden]
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
1,les,[the;them]
0, , 
53,coulisses,[backstage;wings]
0,.,.
0, , 
6,Alors,[here;so;then;yet]
0, , 
28,venait,[be;came;come;reach]
0, , 
1,le,[him;it;the]
0, , 
12,tour,[round]
0, , 
2,des,[from;of the]
0, , 
100,allumeurs,[lighter]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
100,réverbères,[reverber]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
20,Russie,[russia]
0, , 
1,et,[and]
0, , 
2,des,[from;of the]
0, , 
57,Indes,[indies]
0,.,.
0, , 
8,Puis,[then]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,ceux,[such;these;those;who]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
17,Afrique,[africa]
0, , 
1,et,[and]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
12,Europe,[europe]
0,.,.
0, , 
8,Puis,[then]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,ceux,[such;these;those;who]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
21,Amérique,[america]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
13,Sud,[south]
0,.,.
0, , 
8,Puis,[then]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,ceux,[such;these;those;who]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
21,Amérique,[america]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
12,Nord,[north]
0,.,.
0, , 
1,Et,[and]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
5,ils,[they;those]
0, , 
4,ne,[born;not]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
100,trompaient,[were cheating]
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
6,leur,[their;them]
0, , 
12,ordre,[order]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
16,entrée,[entrance]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
15,scène,[scene;stage]
0,.,.
0, , 
3,C',[it;that;this]
5,était,[be;exist;was]
0, , 
62,grandiose,[grand;grandiose;palatial]
0,.,.
0,"
","
"
0,"
","
"
20,Seuls,[only]
0,",",","
0, , 
1,l',[him;it;the]
100,allumeur,[ignoring]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,l',[him;it;the]
19,unique,[nonesuch;one;one-off;only;single;sole;unique]
0, , 
100,réverbère,[reverbery]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
34,pôle,[pole]
0, , 
12,Nord,[north]
0,",",","
0, , 
1,et,[and]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
70,confrère,[colleague]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,l',[him;it;the]
19,unique,[nonesuch;one;one-off;only;single;sole;unique]
0, , 
100,réverbère,[reverbery]
0, , 
3,du,[due;of;owing]
0, , 
34,pôle,[pole]
0, , 
13,Sud,[south]
0,",",","
0, , 
87,menaient,[boss;carry on;herd;lead;led;rule;take]
0, , 
2,des,[from;of the]
0, , 
32,vies,[career;life;lifetime;lives;living]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
96,oisiveté,[idleness]
0, , 
1,et,[and]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
97,nonchalance,[indolence;nonchalance]
0,:,:
0, , 
5,Ils,[they;those]
0, , 
63,travaillaient,[dabble;elaborate;fag;forge;gird on;job;labor;run;stir;work;worked]
0, , 
6,deux,[deuce;two]
0, , 
7,fois,[time;times]
0, , 
3,par,[by;on;out of;par;per;through;to;via]
0, , 
12,an,[year]
0,.,.
0,"
","
"
0,"
","
"
28,CHAPITRE,[chapter]
0, , 
78,XVII,[xvii]
0,"
","
"
0,"
","
"
6,Quand,[when;whenever;wherever]
0, , 
4,on,[they;we;you]
0, , 
9,veut,[choose;desire;intend;require;suggest;take;wanna;want;will;wish]
0, , 
5,faire,[build;cook;do;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;to do;transact;work]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,l',[him;it;the]
15,esprit,[esprit;head;intellect;life;mind;sense;spirit;vein;wit]
0,",",","
0, , 
3,il,[he;it]
0, , 
12,arrive,[arrive;arrived;betide;check in;come;drive up;get ahead;get in;happen;occur;pull in;reach;roll up;run to;show up;transpire;turn up]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
1,l',[him;it;the]
4,on,[they;we;you]
0, , 
87,mente,[belie;fable;fib;liar;lie;tale]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0,.,.
0, , 
3,Je,[i]
0, , 
4,n',[born;not]
4,ai,[get;have;hold;own;possess;stock]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,été,[summer;summertime]
0, , 
6,très,[greatly;highly;much;very]
0, , 
33,honnête,[aboveboard;decent;fair;faithful;honest;level;reasonable;square;straight;straightforward;truthful;upright;upstanding]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
4,vous,[ye;you;you-all]
0, , 
31,parlant,[eloquent;speaking;talking]
0, , 
2,des,[from;of the]
0, , 
100,allumeurs,[lighter]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
100,réverbères,[reverber]
0,.,.
0, , 
3,Je,[i]
0, , 
15,risque,[danger;hazard;peril;risk;riskiness]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
11,donner,[bestow;contribute;deal;donate;furnish;give;give in;give out;hand;hand in;impart;mete;pitch;play;present;render;tender;yield]
0, , 
2,une,[a;an;one]
0, , 
31,fausse,[counterfoil;fake]
0, , 
12,idée,[idea]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
7,notre,[our]
0, , 
23,planète,[planet]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
8,ceux,[such;these;those;who]
0, , 
3,qui,[that;which;who;whom]
0, , 
4,ne,[born;not]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
30,connaissent,[be acquainted;cognize;experience;ken;know;live through;taste]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,.,.
0, , 
1,Les,[the;them]
0, , 
10,hommes,[mankind;manpower;men]
0, , 
43,occupent,[close;fill;have the field;hold;keep busy;live;occupy;overrun;take over]
0, , 
6,très,[greatly;highly;much;very]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,place,[piazza;place;plaza;position;room;seat;space;spot;square;stead]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,terre,[earth]
0,.,.
0, , 
5,Si,[as;b;if;si;so;such;that;whether]
0, , 
1,les,[the;them]
0, , 
6,deux,[deuce;two]
0, , 
23,milliards,[billion;milliard]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
18,habitants,[people;residents]
0, , 
3,qui,[that;which;who;whom]
0, , 
85,peuplent,[people;populate;settle]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,terre,[earth]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
64,tenaient,[convene;fulfil;fulfill;have;held out;hold;hold on to;keep;mind;put down;stay up;sustain]
0, , 
30,debout,[erect;standing;upright]
0, , 
1,et,[and]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
64,serrés,[claw;glass house;hothouse;hothouse plant;string;stringer;talon;tight]
0,",",","
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
2,un,[a;an;one]
0, , 
50,meeting,[meet;meeting]
0,",",","
0, , 
5,ils,[they;those]
0, , 
100,logeraient,[would house]
0, , 
48,aisément,[easily]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
2,une,[a;an;one]
0, , 
8,place,[piazza;place;plaza;position;room;seat;space;spot;square;stead]
0, , 
16,publique,[public]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
21,vingt,[twenty]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
12,long,[elongated;long;long-distance;prolonged]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
21,vingt,[twenty]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
19,large,[ample;broad;floppy;large;sweeping;wide]
0,.,.
0, , 
4,On,[they;we;you]
0, , 
11,pourrait,[can;could;may]
0, , 
94,entasser,[heap up;lumber;overstock;pile;pile up;supercharge;wedge in]
0, , 
1,l',[him;it;the]
26,humanité,[humanity;humankind;humanness;mankind]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,le,[him;it;the]
0, , 
22,moindre,[lesser]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
71,îlot,[islet;small island]
0, , 
3,du,[due;of;owing]
0, , 
37,Pacifique,[non-military;pacific;peace-loving;peaceable;peaceful]
0,.,.
0,"
","
"
0,"
","
"
1,Les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,",",","
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,",",","
0, , 
4,ne,[born;not]
0, , 
4,vous,[ye;you;you-all]
0, , 
99,croiront,[believe;calculate;conceive;consider;deem;feel;guess;imagine;reckon;suppose;think;trustee;will believe]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,.,.
0, , 
8,Elles,[them;they;those]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
72,imaginent,[conceive;dream up;image;imagine;make believe;project oneself;reckon;see;suppose;think]
0, , 
20,tenir,[hold]
0, , 
8,beaucoup,[a great deal;a great many;a lot;far;many;much;plenty;so much;widely]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,place,[piazza;place;plaza;position;room;seat;space;spot;square;stead]
0,.,.
0, , 
8,Elles,[them;they;those]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
30,voient,[be able to see;behold;conceive;imagine;look;see;sight;spy;take notice;vide;view;watch]
0, , 
26,importantes,[big;consequential;considerable;great;high;important;in the first flight;leading;main;major;material;momentous;prominent;serious;significant;substantial;upfront;weighty]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
1,les,[the;them]
0, , 
100,baobabs,[baobabs]
0,.,.
0, , 
4,Vous,[ye;you;you-all]
0, , 
6,leur,[their;them]
0, , 
100,conseillerez,[will advise]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,faire,[build;cook;do;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;to do;transact;work]
0, , 
1,le,[him;it;the]
0, , 
30,calcul,[arithmetic;calculation;calculus;computation;compute;counting;reckoning;stone;sum]
0,.,.
0, , 
8,Elles,[them;they;those]
0, , 
56,adorent,[adore;enhance;get off on;love;treasure;worship]
0, , 
1,les,[the;them]
0, , 
22,chiffres,[figures;statistics]
0,:,:
0, , 
4,ça,[id;it;that]
0, , 
6,leur,[their;them]
0, , 
60,plaira,[like;please;will please]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
4,ne,[born;not]
0, , 
61,perdez,[cast;collapse;draw;drop;forfeit;fritter;lose;shed;slough;squander;sweat off;throw away;waste]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
7,votre,[your]
0, , 
6,temps,[beat;days;eon;era;season;tense;time;times;weather]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
3,ce,[it;that;this]
0, , 
100,pensum,[pensum]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
27,inutile,[barren;inutile;needless;pointless;superfluous;unavailing;unnecessary;useless;vain]
0,.,.
0, , 
4,Vous,[ye;you;you-all]
